st_text,ts,sub,frm,email,tag,mid,link
Delivered,17-04-2026 13:00:49,Honest question about Martina Collins Dental &'s website,geri@smartflowdev.com,info@martinacollins.com,NA,<202604171100.40471233260@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:49,Noticed something about Braden Dental Care's site,geri@smartflowdev.com,info@bradendentalcare.co.uk,NA,<202604171100.79436876690@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:48,Honest question about Martina Collins Dental &'s website,geri@smartflowdev.com,info@martinacollins.com,NA,<202604171100.40471233260@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:45,The Row Dental Edinburgh — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@therowdental.com,NA,<202604171100.51531287871@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:43,The Row Dental Edinburgh — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@therowdental.com,NA,<202604171100.51531287871@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:36,Noticed something about Braden Dental Care's site,geri@smartflowdev.com,info@bradendentalcare.co.uk,NA,<202604171100.79436876690@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:31,Honest question about The Dental Centre Belfast's website,geri@smartflowdev.com,info@thedentalcentrebelfast.com,NA,<202604171100.31156621862@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:29,Honest question about The Dental Centre Belfast's website,geri@smartflowdev.com,info@thedentalcentrebelfast.com,NA,<202604171100.31156621862@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:24,Bay House Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,contact@bayhousedentalpractice.co.uk,NA,<202604171100.30289961975@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:22,Bay House Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,contact@bayhousedentalpractice.co.uk,NA,<202604171100.30289961975@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:19,Noticed something about East Belfast Dental &'s site,geri@smartflowdev.com,info@eastbelfastdentalclinic.co.uk,NA,<202604171100.38035600180@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:17,Noticed something about East Belfast Dental &'s site,geri@smartflowdev.com,info@eastbelfastdentalclinic.co.uk,NA,<202604171100.38035600180@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:11,Elite Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,mail@elitedentalpractice.co.uk,NA,<202604171100.66058036780@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:11,Honest question about Sandown Dental & Implant's website,geri@smartflowdev.com,info@sandowndental.com,NA,<202604171100.23886723066@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:09,Honest question about Sandown Dental & Implant's website,geri@smartflowdev.com,info@sandowndental.com,NA,<202604171100.23886723066@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:04,Elite Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,mail@elitedentalpractice.co.uk,NA,<202604171100.66058036780@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:58,Noticed something about Holly Tree House Dental's site,geri@smartflowdev.com,reception@hollytreehousedentalpractice.co.uk,NA,<202604171059.73657305078@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:56,Noticed something about Holly Tree House Dental's site,geri@smartflowdev.com,reception@hollytreehousedentalpractice.co.uk,NA,<202604171059.73657305078@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:51,Honest question about New Life Teeth's website,geri@smartflowdev.com,hello@newlifeteeth.co.uk,NA,<202604171059.53466133428@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:50,Honest question about New Life Teeth's website,geri@smartflowdev.com,hello@newlifeteeth.co.uk,NA,<202604171059.53466133428@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:44,Paste Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,hello@pastedental.co.uk,NA,<202604171059.82947788510@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:43,Paste Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,hello@pastedental.co.uk,NA,<202604171059.82947788510@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:41,Noticed something about Birchgrove Dental Practice's site,geri@smartflowdev.com,info@birchgrovedental.co.uk,NA,<202604171059.20928100590@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:37,Noticed something about Birchgrove Dental Practice's site,geri@smartflowdev.com,info@birchgrovedental.co.uk,NA,<202604171059.20928100590@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:32,Honest question about Rhiwbina Dental Surgery The's website,geri@smartflowdev.com,reception@rhiwbinadental.com,NA,<202604171059.27506332254@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:30,Honest question about Rhiwbina Dental Surgery The's website,geri@smartflowdev.com,reception@rhiwbinadental.com,NA,<202604171059.27506332254@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:25,Luna DentalNew Patients — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,hello@lunadental.co.uk,NA,<202604171059.33671562251@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:24,Luna DentalNew Patients — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,hello@lunadental.co.uk,NA,<202604171059.33671562251@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:19,Noticed something about Gedling Dental's site,geri@smartflowdev.com,gedlingdental@gmail.com,NA,<202604171059.87380451584@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:17,Noticed something about Gedling Dental's site,geri@smartflowdev.com,gedlingdental@gmail.com,NA,<202604171059.87380451584@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 12:59:15,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 12:59:15,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,17-04-2026 12:59:15,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,17-04-2026 12:59:15,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,https://smartflowdev.com
Delivered,17-04-2026 12:59:13,Honest question about Bamboo Cosmetic Dentistry's website,geri@smartflowdev.com,enquiries@bamboodental.co.uk,NA,<202604171059.70413257639@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:11,Honest question about Bamboo Cosmetic Dentistry's website,geri@smartflowdev.com,enquiries@bamboodental.co.uk,NA,<202604171059.70413257639@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:59:05,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:59:04,Park Place Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@parkplacedental.co.uk,NA,<202604171059.21965678649@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:59,Noticed something about Church Road Dental Practice's site,geri@smartflowdev.com,info@cardiffdentalcare.com,NA,<202604171058.39537988433@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:57,Noticed something about Church Road Dental Practice's site,geri@smartflowdev.com,info@cardiffdentalcare.com,NA,<202604171058.39537988433@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:52,Honest question about Cardiff Dental and Aesthetics's website,geri@smartflowdev.com,enquiries@thedentalsurgerycardiff.co.uk,NA,<202604171058.76088101122@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:51,Honest question about Cardiff Dental and Aesthetics's website,geri@smartflowdev.com,enquiries@thedentalsurgerycardiff.co.uk,NA,<202604171058.76088101122@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:46,Carlton Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,treatment-coordinator@carltondentalcare.com,NA,<202604171058.66034409349@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:45,Carlton Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,treatment-coordinator@carltondentalcare.com,NA,<202604171058.66034409349@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:40,Noticed something about Arnold Dental Care's site,geri@smartflowdev.com,reception@arnolddentalcare.co.uk,NA,<202604171058.80158913501@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:38,Noticed something about Arnold Dental Care's site,geri@smartflowdev.com,reception@arnolddentalcare.co.uk,NA,<202604171058.80158913501@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:33,Honest question about Stella Dental Nottingham's website,geri@smartflowdev.com,clients@stelladentalsuite.co.uk,NA,<202604171058.95607845392@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:32,Honest question about Stella Dental Nottingham's website,geri@smartflowdev.com,clients@stelladentalsuite.co.uk,NA,<202604171058.95607845392@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:27,Alpha Dental Care Nottingham — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,nottinghamreception@riverdalehealthcare.com,NA,<202604171058.24956688956@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:25,Alpha Dental Care Nottingham — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,nottinghamreception@riverdalehealthcare.com,NA,<202604171058.24956688956@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:20,Noticed something about City Dental Practice Nottingham's site,geri@smartflowdev.com,info@citydentalnottingham.co.uk,NA,<202604171058.15099987852@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:19,Noticed something about City Dental Practice Nottingham's site,geri@smartflowdev.com,info@citydentalnottingham.co.uk,NA,<202604171058.15099987852@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:13,Honest question about Kingswalk Dental Implant Practice's website,geri@smartflowdev.com,reception@kingswalkdental.co.uk,NA,<202604171058.84269170613@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:12,Honest question about Kingswalk Dental Implant Practice's website,geri@smartflowdev.com,reception@kingswalkdental.co.uk,NA,<202604171058.84269170613@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:08,Night and Day Emergency — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,liverpool@nightanddaydentist.co.uk,NA,<202604171058.79167870604@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:58:05,Night and Day Emergency — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,liverpool@nightanddaydentist.co.uk,NA,<202604171058.79167870604@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:58:01,Noticed something about Gosforth Dental Surgery's site,geri@smartflowdev.com,info@gosforthdentalsurgery.co.uk,NA,<202604171057.42827437445@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:59,Noticed something about Gosforth Dental Surgery's site,geri@smartflowdev.com,info@gosforthdentalsurgery.co.uk,NA,<202604171057.42827437445@smtp-relay.mailin.fr>,NA
Deferred,17-04-2026 12:57:54,Honest question about Great North Dental Care's website,geri@smartflowdev.com,reception@greatnorthdentalcare.co.uk,NA,<202604171057.62681948760@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:53,Honest question about Great North Dental Care's website,geri@smartflowdev.com,reception@greatnorthdentalcare.co.uk,NA,<202604171057.62681948760@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:48,Honour Health Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,jesmond@honourhealth.co.uk,NA,<202604171057.25056241119@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:46,Honour Health Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,jesmond@honourhealth.co.uk,NA,<202604171057.25056241119@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:41,Noticed something about Newcastle Advanced Dentistry's site,geri@smartflowdev.com,info@newcastledentistry.co.uk,NA,<202604171057.10227829092@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:40,Noticed something about Newcastle Advanced Dentistry's site,geri@smartflowdev.com,info@newcastledentistry.co.uk,NA,<202604171057.10227829092@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:35,Honest question about Newcastle Dental Care's website,geri@smartflowdev.com,enquiries@newcastledentalcare.co.uk,NA,<202604171057.14924124986@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:34,Honest question about Newcastle Dental Care's website,geri@smartflowdev.com,enquiries@newcastledentalcare.co.uk,NA,<202604171057.14924124986@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:28,Duthie Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@duthie.dental,NA,<202604171057.29735035552@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:27,Duthie Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@duthie.dental,NA,<202604171057.29735035552@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:24,Noticed something about Pall Mall Dental Clinic's site,geri@smartflowdev.com,info@pallmalldental.com,NA,<202604171057.50764860411@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:21,Noticed something about Pall Mall Dental Clinic's site,geri@smartflowdev.com,info@pallmalldental.com,NA,<202604171057.50764860411@smtp-relay.mailin.fr>,NA
Soft bounce,17-04-2026 12:57:19,Clifton Dental Studio — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@cliftonsmiles.co.uk,NA,<202604171056.15601335092@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:16,Honest question about The Redland Road Dental's website,geri@smartflowdev.com,info@redlanddental.co.uk,NA,<202604171057.28723768574@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:14,Honest question about The Redland Road Dental's website,geri@smartflowdev.com,info@redlanddental.co.uk,NA,<202604171057.28723768574@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:10,Clifton Dental Studio — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@cliftonsmiles.co.uk,NA,<202604171056.15601335092@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:09,Liverpool Smile Studio — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@liverpoolsmilestudio.co.uk,NA,<202604171057.41723737720@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:07,Liverpool Smile Studio — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@liverpoolsmilestudio.co.uk,NA,<202604171057.41723737720@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:57:03,Noticed something about Horfield Dental Care's site,geri@smartflowdev.com,info@horfielddentalcare.co.uk,NA,<202604171057.42578304161@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:57:01,Noticed something about Horfield Dental Care's site,geri@smartflowdev.com,info@horfielddentalcare.co.uk,NA,<202604171057.42578304161@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:56:56,Honest question about Elgin Park Dental Practice's website,geri@smartflowdev.com,reception@elginpark.co.uk,NA,<202604171056.58139656415@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:54,Honest question about Elgin Park Dental Practice's website,geri@smartflowdev.com,reception@elginpark.co.uk,NA,<202604171056.58139656415@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:56:49,High Street Dental Clinic — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@highstreetdental.co.uk,NA,<202604171056.13148916070@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:48,High Street Dental Clinic — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,reception@highstreetdental.co.uk,NA,<202604171056.13148916070@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:56:44,Noticed something about The Dental Surgery's site,geri@smartflowdev.com,reception@cliftondentalsurgery.co.uk,NA,<202604171056.42852433342@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:41,Noticed something about The Dental Surgery's site,geri@smartflowdev.com,reception@cliftondentalsurgery.co.uk,NA,<202604171056.42852433342@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:56:36,Honest question about Bristol Dental Sedation and's website,geri@smartflowdev.com,hello@bdsiclinic.co.uk,NA,<202604171056.22310625084@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:35,Honest question about Bristol Dental Sedation and's website,geri@smartflowdev.com,hello@bdsiclinic.co.uk,NA,<202604171056.22310625084@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:29,Clifton Dental Studio — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@cliftonsmiles.co.uk,NA,<202604171056.15601335092@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 12:56:25,Noticed something about Montgomery Dental Care's site,geri@smartflowdev.com,contact@montgomerydental.uk,NA,<202604171056.14302871061@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 12:56:22,Noticed something about Montgomery Dental Care's site,geri@smartflowdev.com,contact@montgomerydental.uk,NA,<202604171056.14302871061@smtp-relay.mailin.fr>,NA
